Species	Count	Family	Order	Class
Parapercis xanthozona	29	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis snyderi	3	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis tetracantha	21	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis bicoloripes	11	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis randalli	4	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis multiplicata	4	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis aurantiaca	4	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis phenax	1	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis hexophtalma	34	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis diplospilus	5	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis filamentosa	8	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis clathrata	21	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis pacifica	12	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis decemfasciata	6	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Parapercis allporti	16	Pinguipedidae	Perciformes/Uranoscopoidei	Teleostei
Platycephalus sp.	258	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Thysanophrys chiltonae	44	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Thysanophrys celebica	9	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Ratabulus megacephalus	6	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus cultellatus	94	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Platycephalus indicus	326	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Cymbacephalus beauforti	8	Platycephalidae	Perciformes/Scorpaenoidei	Teleostei
Holtbyrnia latifrons	5	Platytroctidae	Alepocephaliformes	Teleostei
Holtbyrnia macrops	14	Platytroctidae	Alepocephaliformes	Teleostei
Holtbyrnia anomala	21	Platytroctidae	Alepocephaliformes	Teleostei
Normichthys operosus	37	Platytroctidae	Alepocephaliformes	Teleostei
Holtbyrnia innesi	1	Platytroctidae	Alepocephaliformes	Teleostei
Plesiops coeruleolineatus	26	Plesiopidae	Ovalentaria/misc	Teleostei
Plesiops nakaharae	9	Plesiopidae	Ovalentaria/misc	Teleostei
Plesiops verecundus	6	Plesiopidae	Ovalentaria/misc	Teleostei
Plesiops cephalotaenia	1	Plesiopidae	Ovalentaria/misc	Teleostei
Plesiops oxycephalus	1	Plesiopidae	Ovalentaria/misc	Teleostei
Polydactylus approximans	13	Polynemidae	Carangaria/misc	Teleostei
Polydactylus virginicus	44	Polynemidae	Carangaria/misc	Teleostei
Polydactylus sexfilis	30	Polynemidae	Carangaria/misc	Teleostei
Polydactylus microstoma	12	Polynemidae	Carangaria/misc	Teleostei
Polydactylus plebeius	94	Polynemidae	Carangaria/misc	Teleostei
Polydactylus sextarius	147	Polynemidae	Carangaria/misc	Teleostei
Polyprion oxygeneios	25	Polyprionidae	Acropomatiformes	Teleostei
Chromis atrilobata	22	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis notata	36	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis flavaxilla	23	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon leucozona	43	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon imparipennis	52	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon altus	9	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera unimaculata	70	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera starcki	17	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera rex	21	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera leucopoma	24	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera glauca	83	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera cyanea	73	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera biocellata	52	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis viridis	171	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis chrysura	40	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon fasciolatus	35	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera brownriggii	84	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis yamakawai	6	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera caeruleolineata	9	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis tingting	4	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis punctipinnis	34	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis alta	17	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis lepidolepis	24	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis xouthos	3	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon dickii	61	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis xanthura	38	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis ternatensis	73	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis cinerascens	20	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis weberi	73	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis elerae	8	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis scotochiloptera	6	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera talboti	35	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis atripes	20	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis amboinensis	27	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis delta	23	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis retrofasciata	21	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis margaritifer	378	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis hypsilepis	4	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis dispila	5	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis abyssicola	3	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis nitida	6	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis mirationis	7	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis alpha	16	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon phoenixensis	44	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis acares	34	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis iomelas	18	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis flavapicis	16	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon aureus	250	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis atripectoralis	95	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera annulata	32	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera traceyi	8	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera taupou	27	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera rollandi	24	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera parasema	24	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera hemicyanea	3	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera galba	27	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon johnstonianus	70	Pomacentridae	Ovalentaria/misc	Teleostei
Parma victoriae	4	Pomacentridae	Ovalentaria/misc	Teleostei
Parma microlepis	6	Pomacentridae	Ovalentaria/misc	Teleostei
Parma alboscapularis	5	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis fieldi	108	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis insolata	26	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis enchrysura	12	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis albicauda	10	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis multilineata	179	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis cyanea	160	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis albomaculata	8	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera chrysocephala	13	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis chromis	29	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis okamurai	6	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis katoi	1	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera rapanui	10	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis randalli	6	Pomacentridae	Ovalentaria/misc	Teleostei
Parma oligolepis	10	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis fumea	24	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis analis	14	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon insularis	1	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera tricincta	2	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon gascoynei	1	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon obreptus	3	Pomacentridae	Ovalentaria/misc	Teleostei
Plectroglyphidodon apicalis	11	Pomacentridae	Ovalentaria/misc	Teleostei
Mecaenichthys immaculatus	10	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera kuiteri	2	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera springeri	2	Pomacentridae	Ovalentaria/misc	Teleostei
Chrysiptera oxycephala	2	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis xanthochira	34	Pomacentridae	Ovalentaria/misc	Teleostei
Chromis opercularis	29	Pomacentridae	Ovalentaria/misc	Teleostei
Psychrolutes phrictus	20	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Ebinania vermiculata	7	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Cottunculus thomsonii	14	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Psychrolutes macrocephalus	14	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Psychrolutes sp.	3	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Ebinania brephocephala	2	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Psychrolutes paradoxus	12	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Psychrolutes sigalutes	27	Psychrolutidae	Perciformes/Cottoidei	Teleostei
Retropinna semoni	291	Retropinnidae	Osmeriformes	Teleostei
Retropinna tasmanica	32	Retropinnidae	Osmeriformes	Teleostei
Scorpaenopsis oxycephalus	9	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis cirrosa	27	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena sp.	3	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena brasiliensis	15	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena mystes	22	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena guttata	17	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis neglecta	34	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis macrochir	16	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis ramaraoi	13	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis possi	63	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis venosa	58	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena bergii	19	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena albifimbria	13	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena plumieri	75	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis cacopsis	3	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis diabolus	42	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena onaria	15	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis papuensis	7	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena miostoma	27	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis vittapinna	20	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe erostris	10	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena scrofa	105	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena porcus	83	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis orientalis	3	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Ebosia falcata	15	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Ebosia bleekeri	16	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaenopsis sp.	1	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe rotunda	2	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe procurva	15	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena pepo	3	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena neglecta	22	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Neomerinthe hemingwayi	11	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Scorpaena notata	86	Scorpaenidae	Perciformes/Scorpaenoidei	Teleostei
Helicolenus hilgendorfi	34	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Helicolenus dactylopterus	179	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Helicolenus percoides	33	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Helicolenus barathri	60	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Helicolenus avius	25	Sebastidae	Perciformes/Scorpaenoidei	Teleostei
Plectranthias azumanus	4	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias maekawa	7	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias longimanus	45	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias ryukyuensis	3	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias kojii	2	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias winniensis	34	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias nanus	90	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias yamakawai	4	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias wheeleri	11	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias fourmanoiri	18	Anthiadidae	Perciformes/Serranoidei	Teleostei
Lepidoperca pulchella	2	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias sheni	2	Anthiadidae	Perciformes/Serranoidei	Teleostei
Caesioperca lepidoptera	30	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias sagamiensis	1	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias kamii	7	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias japonicus	39	Anthiadidae	Perciformes/Serranoidei	Teleostei
Tosana niwae	11	Anthiadidae	Perciformes/Serranoidei	Teleostei
Acanthistius ocellatus	10	Anthiadidae	Perciformes/Serranoidei	Teleostei
Plectranthias kelloggi	7	Anthiadidae	Perciformes/Serranoidei	Teleostei
Lythrichthys eulabes	7	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Lythrichthys cypho	5	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Ectreposebastes sp.	1	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Ectreposebastes imus	25	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Lythrichthys longimanus	21	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Lioscorpius longiceps	19	Setarchidae	Perciformes/Scorpaenoidei	Teleostei
Sillago sihama	883	Sillaginidae	Eupercaria/misc	Teleostei
Sillago aeolus	128	Sillaginidae	Eupercaria/misc	Teleostei
Sillago japonica	261	Sillaginidae	Eupercaria/misc	Teleostei
Sillago sinica	91	Sillaginidae	Eupercaria/misc	Teleostei
Sillago flindersi	38	Sillaginidae	Eupercaria/misc	Teleostei
Sillago shaoi	3	Sillaginidae	Eupercaria/misc	Teleostei
Sillago asiatica	126	Sillaginidae	Eupercaria/misc	Teleostei
Sillago indica	51	Sillaginidae	Eupercaria/misc	Teleostei
Sillago attenuata	14	Sillaginidae	Eupercaria/misc	Teleostei
Sillago arabica	4	Sillaginidae	Eupercaria/misc	Teleostei
Sillago sp.	54	Sillaginidae	Eupercaria/misc	Teleostei
Sillago parvisquamis	11	Sillaginidae	Eupercaria/misc	Teleostei
Sillago maculata	30	Sillaginidae	Eupercaria/misc	Teleostei
Sillago lutea	5	Sillaginidae	Eupercaria/misc	Teleostei
Sillago cf.	36	Sillaginidae	Eupercaria/misc	Teleostei
Sillago vincenti	77	Sillaginidae	Eupercaria/misc	Teleostei
Sphyraena qenie	36	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena obtusata	27	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena guachancho	42	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena ensis	21	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena barracuda	229	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena japonica	39	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena forsteri	50	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena helleri	2	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena pinguis	39	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena borealis	36	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena argentea	8	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena flavicauda	39	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena iburiensis	2	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena putnamae	150	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena sp.	25	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena africana	1	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena viridensis	9	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena sphyraena	65	Sphyraenidae	Carangaria/misc	Teleostei
Sphyraena idiastes	3	Sphyraenidae	Carangaria/misc	Teleostei
Eustomias bifilis	3	Stomiidae	Stomiiformes	Teleostei
Photonectes sp.	4	Stomiidae	Stomiiformes	Teleostei
Eustomias obscurus	1	Stomiidae	Stomiiformes	Teleostei
Eustomias acinosus	1	Stomiidae	Stomiiformes	Teleostei
Eustomias sp.	11	Stomiidae	Stomiiformes	Teleostei
Photonectes margarita	17	Stomiidae	Stomiiformes	Teleostei
Photonectes albipennis	11	Stomiidae	Stomiiformes	Teleostei
Eustomias tomentosis	2	Stomiidae	Stomiiformes	Teleostei
Minous trachycephalus	2	Synanceiidae	Perciformes/Scorpaenoidei	Teleostei
Minous sp.	3	Synanceiidae	Perciformes/Scorpaenoidei	Teleostei
Minous pusillus	1	Synanceiidae	Perciformes/Scorpaenoidei	Teleostei
Minous monodactylus	81	Synanceiidae	Perciformes/Scorpaenoidei	Teleostei
Minous quincarinatus	9	Synanceiidae	Perciformes/Scorpaenoidei	Teleostei
Minous coccineus	8	Synanceiidae	Perciformes/Scorpaenoidei	Teleostei
Solegnathus spinosissimus	82	Syngnathidae	Syngnathiformes	Teleostei
Solegnathus hardwickii	76	Syngnathidae	Syngnathiformes	Teleostei
Solegnathus lettiensis	65	Syngnathidae	Syngnathiformes	Teleostei
Solegnathus dunckeri	5	Syngnathidae	Syngnathiformes	Teleostei
Solegnathus guentheri	2	Syngnathidae	Syngnathiformes	Teleostei
Pelates quadrilineatus	188	Terapontidae	Centrarchiformes	Teleostei
Pelates sexlineatus	21	Terapontidae	Centrarchiformes	Teleostei
Amniataba percoides	40	Terapontidae	Centrarchiformes	Teleostei
Amniataba caudavittata	13	Terapontidae	Centrarchiformes	Teleostei
Hoplostethus crassispinus	28	Trachichthyidae	Trachichthyiformes	Teleostei
Hoplostethus japonicus	26	Trachichthyidae	Trachichthyiformes	Teleostei
Hoplostethus atlanticus	320	Trachichthyidae	Trachichthyiformes	Teleostei
Hoplostethus mediterraneus	107	Trachichthyidae	Trachichthyiformes	Teleostei
Macrorhamphosodes uradoi	16	Triacanthodidae	Tetraodontiformes	Teleostei
Paratriacanthodes retrospinis	14	Triacanthodidae	Tetraodontiformes	Teleostei
Benthodesmus simonyi	24	Trichiuridae	Scombriformes	Teleostei
Benthodesmus pacificus	1	Trichiuridae	Scombriformes	Teleostei
Assurger anzac	27	Trichiuridae	Scombriformes	Teleostei
Aphanopus arigato	5	Trichiuridae	Scombriformes	Teleostei
Benthodesmus tenuis	27	Trichiuridae	Scombriformes	Teleostei
Aphanopus carbo	176	Trichiuridae	Scombriformes	Teleostei
Benthodesmus elongatus	9	Trichiuridae	Scombriformes	Teleostei
Tentoriceps cristatus	43	Trichiuridae	Scombriformes	Teleostei
Lepidotrigla kishinouyi	22	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Pterygotrigla macrorhynchus	6	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla japonica	10	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Pterygotrigla hemisticta	32	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla microptera	17	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Pterygotrigla multipunctata	3	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla hime	14	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla guentheri	10	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla longifaciata	3	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla abyssalis	9	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Pterygotrigla macrolepidota	2	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla punctipectoralis	1	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Pterygotrigla ryukyuensis	7	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Pterygotrigla polyommata	16	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla modesta	2	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla sp.	25	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla alata	40	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Lepidotrigla kanagashira	6	Triglidae	Perciformes/Scorpaenoidei	Teleostei
Xenocephalus elongatus	26	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Ichthyscopus sannio	2	Uranoscopidae	Perciformes/Uranoscopoidei	Teleostei
Zenopsis nebulosus	68	Zeidae	Zeiformes	Teleostei
Zenopsis filamentosa	13	Zeidae	Zeiformes	Teleostei
Zenopsis conchifer	61	Zeidae	Zeiformes	Teleostei
Zenopsis stabilispinosa	3	Zeidae	Zeiformes	Teleostei
Lycenchelys camchatica	3	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys crotalinus	28	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Melanostigma pammelas	13	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys paxillus	13	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys sarsii	9	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys albomaculata	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys hippopotamus	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys rassi	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys remissaria	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys melanostomias	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys kolthoffi	15	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys muraena	19	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys cf.	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Pachycara brachycephalum	21	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Melanostigma atlanticum	25	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys aurantiaca	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys tohokuensis	2	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Lycenchelys squamosa	1	Zoarcidae	Perciformes/Zoarcoidei	Teleostei
Rhombosolea plebeia	20	Rhombosoleidae	Pleuronectiformes	Teleostei
Echinophryne mitchellii	2	Histiophrynidae	Lophiiformes	Teleostei
Echinophryne crassispina	3	Histiophrynidae	Lophiiformes	Teleostei
Phyllophryne scortea	14	Histiophrynidae	Lophiiformes	Teleostei
Kuiterichthys furcipilis	13	Histiophrynidae	Lophiiformes	Teleostei
Porophryne erythrodactylus	7	Histiophrynidae	Lophiiformes	Teleostei
Histiophryne sp.	6	Histiophrynidae	Lophiiformes	Teleostei
Histiophryne cryptacanthus	18	Histiophrynidae	Lophiiformes	Teleostei
Histiophryne maggiewalker	3	Histiophrynidae	Lophiiformes	Teleostei
Histiophryne bougainvilli	5	Histiophrynidae	Lophiiformes	Teleostei
Histiophryne psychedelica	4	Histiophrynidae	Lophiiformes	Teleostei
Kanekonia queenslandica	2	Aploactinidae	Perciformes/Scorpaenoidei	Teleostei
Aplodactylus punctatus	8	Aplodactylidae	Centrarchiformes	Teleostei
Vincentia conspersa	9	Apogonidae	Kurtiformes	Teleostei
Vincentia badia	4	Apogonidae	Kurtiformes	Teleostei
Apogonichthyoides pharaonis	14	Apogonidae	Kurtiformes	Teleostei
Siphamia stenotes	1	Apogonidae	Kurtiformes	Teleostei
Siphamia papuensis	18	Apogonidae	Kurtiformes	Teleostei
Ostorhinchus cf.	14	Apogonidae	Kurtiformes	Teleostei
Siphamia versicolor	3	Apogonidae	Kurtiformes	Teleostei
Argentina sphyraena	90	Argentinidae	Argentiniformes	Teleostei
Atherinason hepsetoides	1	Atherinidae	Atheriniformes	Teleostei
Neobathyclupea argentea	13	Bathyclupeidae	Acropomatiformes	Teleostei
Bathylagus antarcticus	51	Bathylagidae	Argentiniformes	Teleostei
Strongylura sp.	6	Belonidae	Beloniformes	Teleostei
Tylosurus punctulatus	1	Belonidae	Beloniformes	Teleostei
Tylosurus gavialoides	6	Belonidae	Beloniformes	Teleostei
Strongylura leiurus	28	Belonidae	Beloniformes	Teleostei
Strongylura krefftii	4	Belonidae	Beloniformes	Teleostei
Bembras megacephala	6	Bembridae	Perciformes/Scorpaenoidei	Teleostei
Centroberyx lineatus	8	Berycidae	Beryciformes	Teleostei
Centroberyx cf.	1	Berycidae	Beryciformes	Teleostei
Centroberyx affinis	21	Berycidae	Beryciformes	Teleostei
Brama australis	73	Bramidae	Scombriformes	Teleostei
Taractichthys longipinnis	11	Bramidae	Scombriformes	Teleostei
Pseudoicichthys australis	5	NA	NA	NA
Seriolella sp.	2	Centrolophidae	Scombriformes	Teleostei
Seriolella caerulea	21	Centrolophidae	Scombriformes	Teleostei
Schedophilus ovalis	3	Centrolophidae	Scombriformes	Teleostei
Cepola pauciradiata	3	Cepolidae	Eupercaria/misc	Teleostei
Champsodon atridorsalis	5	Champsodontidae	Acropomatiformes	Teleostei
Nemadactylus macropterus	5	Latridae	Centrarchiformes	Teleostei
Nemadactylus valenciennesi	2	Latridae	Centrarchiformes	Teleostei
Nemadactylus douglasii	4	Latridae	Centrarchiformes	Teleostei
Chironemus georgianus	7	Chironemidae	Centrarchiformes	Teleostei
Chironemus microlepis	1	Chironemidae	Centrarchiformes	Teleostei
